region,macroregion,fecha,casos_covid,codigo_region,poblacion,n_pcr_dia,muertes_covid,pcr_acum,pcr_acum_pob,casos_covid_pob
Los Lagos,Zona Sur,2020-06-10,1041,10,891440,837,12,36833,413.18540787938616,11.677734900834606
Los Lagos,Zona Sur,2020-06-11,1062,10,891440,1227,12,38060,426.9496544916091,11.913308803733285
Los Lagos,Zona Sur,2020-06-12,1083,10,891440,970,12,39030,437.83092524454815,12.148882706631966
Los Lagos,Zona Sur,2020-06-13,1108,10,891440,1152,13,40182,450.7538364892757,12.429327829130395
Los Lagos,Zona Sur,2020-06-14,1141,10,891440,1316,13,41498,465.5164677375931,12.799515390828322
Los Lagos,Zona Sur,2020-06-15,1168,10,891440,1004,13,42502,476.77914385713007,13.102396123126628
Los Lagos,Zona Sur,2020-06-16,1178,10,891440,263,13,42765,479.7294265458135,13.214574172125998
Los Lagos,Zona Sur,2020-06-17,1249,10,891440,1115,14,43880,492.2372790092434,14.01103832002154
Los Lagos,Zona Sur,2020-06-18,1263,10,891440,1236,14,45116,506.1024858655658,14.16808758862066
Los Lagos,Zona Sur,2020-06-19,1298,10,891440,1245,14,46361,520.0686529659876,14.56071076011846
Los Lagos,Zona Sur,2020-06-20,1335,10,891440,1095,15,47456,532.3521493314189,14.975769541416136
Los Lagos,Zona Sur,2020-06-21,1385,10,891440,1263,17,48719,546.5202369200395,15.536659786412994
Los Lagos,Zona Sur,2020-06-22,1437,10,891440,1401,17,50120,562.2363815848515,16.119985641209727
Los Lagos,Zona Sur,2020-06-23,1466,10,891440,273,17,50393,565.2988423225344,16.445301983307907
Los Lagos,Zona Sur,2020-06-24,1483,10,891440,562,18,50955,571.603248676299,16.63600466660684
Los Lagos,Zona Sur,2020-06-25,1505,10,891440,1044,19,51999,583.3146369918335,16.882796374405455
Los Lagos,Zona Sur,2020-06-26,1541,10,891440,1309,20,53308,597.9987436058512,17.286637350803193
Los Lagos,Zona Sur,2020-06-27,1573,10,891440,1272,20,54580,612.2677914385713,17.645607107601183
Los Lagos,Zona Sur,2020-06-28,1609,10,891440,1028,21,55608,623.7996948757067,18.049448083998925
Aysén,Zona Austral,2020-03-03,0,11,107297,0,NA,0,0,0
Aysén,Zona Austral,2020-03-04,0,11,107297,0,NA,0,0,0
Aysén,Zona Austral,2020-03-05,0,11,107297,0,NA,0,0,0
Aysén,Zona Austral,2020-03-06,0,11,107297,0,NA,0,0,0
Aysén,Zona Austral,2020-03-07,0,11,107297,0,NA,0,0,0
Aysén,Zona Austral,2020-03-08,0,11,107297,0,NA,0,0,0
Aysén,Zona Austral,2020-03-09,0,11,107297,0,NA,0,0,0
Aysén,Zona Austral,2020-03-10,0,11,107297,0,NA,0,0,0
Aysén,Zona Austral,2020-03-11,0,11,107297,0,NA,0,0,0
Aysén,Zona Austral,2020-03-12,0,11,107297,0,NA,0,0,0
Aysén,Zona Austral,2020-03-13,0,11,107297,0,NA,0,0,0
Aysén,Zona Austral,2020-03-14,1,11,107297,0,NA,0,0,0.09319925067802455
Aysén,Zona Austral,2020-03-15,1,11,107297,0,NA,0,0,0.09319925067802455
Aysén,Zona Austral,2020-03-16,1,11,107297,0,NA,0,0,0.09319925067802455
Aysén,Zona Austral,2020-03-17,1,11,107297,0,NA,0,0,0.09319925067802455
Aysén,Zona Austral,2020-03-18,1,11,107297,0,NA,0,0,0.09319925067802455
Aysén,Zona Austral,2020-03-19,1,11,107297,0,NA,0,0,0.09319925067802455
Aysén,Zona Austral,2020-03-20,1,11,107297,0,NA,0,0,0.09319925067802455
Aysén,Zona Austral,2020-03-21,1,11,107297,0,NA,0,0,0.09319925067802455
Aysén,Zona Austral,2020-03-22,1,11,107297,0,0,0,0,0.09319925067802455
Aysén,Zona Austral,2020-03-23,1,11,107297,0,0,0,0,0.09319925067802455
Aysén,Zona Austral,2020-03-24,1,11,107297,0,0,0,0,0.09319925067802455
Aysén,Zona Austral,2020-03-25,1,11,107297,0,0,0,0,0.09319925067802455
Aysén,Zona Austral,2020-03-26,2,11,107297,0,0,0,0,0.1863985013560491
Aysén,Zona Austral,2020-03-27,2,11,107297,0,0,0,0,0.1863985013560491
Aysén,Zona Austral,2020-03-28,2,11,107297,0,0,0,0,0.1863985013560491
Aysén,Zona Austral,2020-03-29,2,11,107297,0,0,0,0,0.1863985013560491
Aysén,Zona Austral,2020-03-30,2,11,107297,0,0,0,0,0.1863985013560491
Aysén,Zona Austral,2020-03-31,2,11,107297,0,0,0,0,0.1863985013560491
Aysén,Zona Austral,2020-04-01,3,11,107297,0,0,0,0,0.27959775203407367
Aysén,Zona Austral,2020-04-02,5,11,107297,0,0,0,0,0.46599625339012274
Aysén,Zona Austral,2020-04-03,6,11,107297,0,0,0,0,0.5591955040681473
Aysén,Zona Austral,2020-04-04,6,11,107297,0,0,0,0,0.5591955040681473
Aysén,Zona Austral,2020-04-05,7,11,107297,0,0,0,0,0.6523947547461719
Aysén,Zona Austral,2020-04-06,7,11,107297,0,0,0,0,0.6523947547461719
Aysén,Zona Austral,2020-04-07,7,11,107297,0,0,0,0,0.6523947547461719
Aysén,Zona Austral,2020-04-08,7,11,107297,0,0,0,0,0.6523947547461719
Aysén,Zona Austral,2020-04-09,7,11,107297,10,0,10,0.9319925067802455,0.6523947547461719
Aysén,Zona Austral,2020-04-10,7,11,107297,0,0,10,0.9319925067802455,0.6523947547461719
Aysén,Zona Austral,2020-04-11,7,11,107297,0,0,10,0.9319925067802455,0.6523947547461719
Aysén,Zona Austral,2020-04-12,7,11,107297,7,0,17,1.5843872615264174,0.6523947547461719
Aysén,Zona Austral,2020-04-13,7,11,107297,0,0,17,1.5843872615264174,0.6523947547461719
Aysén,Zona Austral,2020-04-14,7,11,107297,12,0,29,2.702778269662712,0.6523947547461719
Aysén,Zona Austral,2020-04-15,7,11,107297,8,0,37,3.4483722750869084,0.6523947547461719
Aysén,Zona Austral,2020-04-16,7,11,107297,16,0,53,4.939560285935301,0.6523947547461719
Aysén,Zona Austral,2020-04-17,7,11,107297,8,0,61,5.685154291359498,0.6523947547461719
Aysén,Zona Austral,2020-04-18,7,11,107297,8,0,69,6.430748296783694,0.6523947547461719
Aysén,Zona Austral,2020-04-19,7,11,107297,6,0,75,6.989943800851841,0.6523947547461719
Aysén,Zona Austral,2020-04-20,7,11,107297,0,0,75,6.989943800851841,0.6523947547461719
Aysén,Zona Austral,2020-04-21,7,11,107297,4,0,79,7.3627408035639395,0.6523947547461719
Aysén,Zona Austral,2020-04-22,7,11,107297,4,0,83,7.735537806276038,0.6523947547461719
Aysén,Zona Austral,2020-04-23,7,11,107297,21,0,104,9.692722070514552,0.6523947547461719
Aysén,Zona Austral,2020-04-24,7,11,107297,48,0,152,14.166286103059731,0.6523947547461719
Aysén,Zona Austral,2020-04-25,7,11,107297,30,0,182,16.962263623400467,0.6523947547461719
Aysén,Zona Austral,2020-04-26,7,11,107297,13,0,195,18.173853882214786,0.6523947547461719
Aysén,Zona Austral,2020-04-27,7,11,107297,0,0,195,18.173853882214786,0.6523947547461719
Aysén,Zona Austral,2020-04-28,7,11,107297,29,0,224,20.8766321518775,0.6523947547461719
Aysén,Zona Austral,2020-04-29,7,11,107297,53,0,277,25.816192437812802,0.6523947547461719
Aysén,Zona Austral,2020-04-30,7,11,107297,22,0,299,27.866575952729338,0.6523947547461719
Aysén,Zona Austral,2020-05-01,7,11,107297,0,0,299,27.866575952729338,0.6523947547461719
Aysén,Zona Austral,2020-05-02,7,11,107297,46,0,345,32.15374148391847,0.6523947547461719
Aysén,Zona Austral,2020-05-03,7,11,107297,32,0,377,35.13611750561525,0.6523947547461719
Aysén,Zona Austral,2020-05-04,7,11,107297,0,0,377,35.13611750561525,0.6523947547461719
Aysén,Zona Austral,2020-05-05,7,11,107297,44,0,421,39.23688453544833,0.6523947547461719
Aysén,Zona Austral,2020-05-06,7,11,107297,38,0,459,42.77845606121326,0.6523947547461719
Aysén,Zona Austral,2020-05-07,8,11,107297,0,0,459,42.77845606121326,0.7455940054241964
Aysén,Zona Austral,2020-05-08,8,11,107297,32,0,491,45.76083208291005,0.7455940054241964
Aysén,Zona Austral,2020-05-09,8,11,107297,35,0,526,49.022805856640915,0.7455940054241964
Aysén,Zona Austral,2020-05-10,8,11,107297,102,0,628,58.52912942579941,0.7455940054241964
Aysén,Zona Austral,2020-05-11,8,11,107297,93,0,721,67.1966597388557,0.7455940054241964
Aysén,Zona Austral,2020-05-12,8,11,107297,0,0,721,67.1966597388557,0.7455940054241964
Aysén,Zona Austral,2020-05-13,8,11,107297,20,0,741,69.0606447524162,0.7455940054241964
Aysén,Zona Austral,2020-05-14,8,11,107297,110,0,851,79.31256232699889,0.7455940054241964
Aysén,Zona Austral,2020-05-15,8,11,107297,38,0,889,82.85413385276382,0.7455940054241964
Aysén,Zona Austral,2020-05-16,8,11,107297,32,0,921,85.8365098744606,0.7455940054241964
Aysén,Zona Austral,2020-05-17,8,11,107297,66,0,987,91.98766041921023,0.7455940054241964
Aysén,Zona Austral,2020-05-18,8,11,107297,14,0,1001,93.29244992870257,0.7455940054241964
Aysén,Zona Austral,2020-05-19,8,11,107297,0,0,1001,93.29244992870257,0.7455940054241964
Aysén,Zona Austral,2020-05-20,8,11,107297,68,0,1069,99.62999897480825,0.7455940054241964
Aysén,Zona Austral,2020-05-21,8,11,107297,50,0,1119,104.28996150870947,0.7455940054241964
Aysén,Zona Austral,2020-05-22,8,11,107297,45,0,1164,108.48392778922057,0.7455940054241964
Aysén,Zona Austral,2020-05-23,8,11,107297,6,0,1170,109.04312329328873,0.7455940054241964
Aysén,Zona Austral,2020-05-24,8,11,107297,44,0,1214,113.1438903231218,0.7455940054241964
Aysén,Zona Austral,2020-05-25,10,11,107297,13,0,1227,114.35548058193612,0.9319925067802455
Aysén,Zona Austral,2020-05-26,12,11,107297,0,0,1227,114.35548058193612,1.1183910081362947
Aysén,Zona Austral,2020-05-27,12,11,107297,103,0,1330,123.95500340177266,1.1183910081362947
Aysén,Zona Austral,2020-05-28,14,11,107297,113,0,1443,134.48651872838943,1.3047895094923438
Aysén,Zona Austral,2020-05-29,16,11,107297,51,0,1494,139.23968051296868,1.4911880108483928
Aysén,Zona Austral,2020-05-30,16,11,107297,89,0,1583,147.53441382331286,1.4911880108483928
Aysén,Zona Austral,2020-05-31,17,11,107297,71,0,1654,154.1515606214526,1.5843872615264174
Aysén,Zona Austral,2020-06-01,17,11,107297,24,0,1678,156.38834263772517,1.5843872615264174
Aysén,Zona Austral,2020-06-02,18,11,107297,0,0,1678,156.38834263772517,1.677586512204442
Aysén,Zona Austral,2020-06-03,18,11,107297,73,0,1751,163.19188793722097,1.677586512204442
Aysén,Zona Austral,2020-06-04,19,11,107297,128,0,1879,175.12139202400814,1.7707857628824664
Aysén,Zona Austral,2020-06-05,19,11,107297,115,0,1994,185.83930585198092,1.7707857628824664
Aysén,Zona Austral,2020-06-06,19,11,107297,55,0,2049,190.96526463927228,1.7707857628824664
Aysén,Zona Austral,2020-06-07,20,11,107297,0,0,2049,190.96526463927228,1.863985013560491
Aysén,Zona Austral,2020-06-08,21,11,107297,114,0,2163,201.58997921656712,1.9571842642385155
Aysén,Zona Austral,2020-06-09,21,11,107297,18,0,2181,203.26756572877153,1.9571842642385155
Aysén,Zona Austral,2020-06-10,21,11,107297,30,0,2211,206.06354324911226,1.9571842642385155
Aysén,Zona Austral,2020-06-11,22,11,107297,119,0,2330,217.1542540797972,2.05038351491654
Aysén,Zona Austral,2020-06-12,22,11,107297,65,0,2395,223.2122053738688,2.05038351491654
Aysén,Zona Austral,2020-06-13,24,11,107297,109,0,2504,233.3709236977735,2.2367820162725893
Aysén,Zona Austral,2020-06-14,24,11,107297,46,0,2550,237.65808922896258,2.2367820162725893
Aysén,Zona Austral,2020-06-15,26,11,107297,80,0,2630,245.11402928320456,2.423180517628638
Aysén,Zona Austral,2020-06-16,26,11,107297,0,0,2630,245.11402928320456,2.423180517628638
Aysén,Zona Austral,2020-06-17,26,11,107297,131,0,2761,257.32313112202576,2.423180517628638
Aysén,Zona Austral,2020-06-18,26,11,107297,126,0,2887,269.0662367074569,2.423180517628638
Aysén,Zona Austral,2020-06-19,27,11,107297,81,0,2968,276.6153760123768,2.516379768306663
Aysén,Zona Austral,2020-06-20,28,11,107297,73,0,3041,283.4189213118727,2.6095790189846877
Aysén,Zona Austral,2020-06-21,28,11,107297,50,0,3091,288.0788838457739,2.6095790189846877
Aysén,Zona Austral,2020-06-22,28,11,107297,31,0,3122,290.9680606167926,2.6095790189846877
Aysén,Zona Austral,2020-06-23,28,11,107297,14,0,3136,292.272850126285,2.6095790189846877
Aysén,Zona Austral,2020-06-24,28,11,107297,127,0,3263,304.1091549623941,2.6095790189846877
Aysén,Zona Austral,2020-06-25,29,11,107297,73,0,3336,310.9127002618899,2.702778269662712
Aysén,Zona Austral,2020-06-26,30,11,107297,57,0,3393,316.2250575505373,2.7959775203407364
Aysén,Zona Austral,2020-06-27,35,11,107297,61,0,3454,321.9102118418968,3.261973773730859
Aysén,Zona Austral,2020-06-28,41,11,107297,77,0,3531,329.08655414410464,3.8211692777990063
Magallanes,Zona Austral,2020-03-03,0,12,178362,0,NA,0,0,0
Magallanes,Zona Austral,2020-03-04,0,12,178362,0,NA,0,0,0
Magallanes,Zona Austral,2020-03-05,0,12,178362,0,NA,0,0,0
Magallanes,Zona Austral,2020-03-06,0,12,178362,0,NA,0,0,0
Magallanes,Zona Austral,2020-03-07,0,12,178362,0,NA,0,0,0
Magallanes,Zona Austral,2020-03-08,0,12,178362,0,NA,0,0,0
Magallanes,Zona Austral,2020-03-09,0,12,178362,0,NA,0,0,0
Magallanes,Zona Austral,2020-03-10,0,12,178362,0,NA,0,0,0
Magallanes,Zona Austral,2020-03-11,0,12,178362,0,NA,0,0,0
Magallanes,Zona Austral,2020-03-12,0,12,178362,0,NA,0,0,0
Magallanes,Zona Austral,2020-03-13,0,12,178362,0,NA,0,0,0
Magallanes,Zona Austral,2020-03-14,0,12,178362,0,NA,0,0,0
Magallanes,Zona Austral,2020-03-15,0,12,178362,0,NA,0,0,0
Magallanes,Zona Austral,2020-03-16,0,12,178362,0,NA,0,0,0
Magallanes,Zona Austral,2020-03-17,2,12,178362,0,NA,0,0,0.11213150783238582
Magallanes,Zona Austral,2020-03-18,2,12,178362,0,NA,0,0,0.11213150783238582
Magallanes,Zona Austral,2020-03-19,2,12,178362,0,NA,0,0,0.11213150783238582
Magallanes,Zona Austral,2020-03-20,2,12,178362,0,NA,0,0,0.11213150783238582
Magallanes,Zona Austral,2020-03-21,3,12,178362,0,NA,0,0,0.1681972617485787
Magallanes,Zona Austral,2020-03-22,4,12,178362,0,0,0,0,0.22426301566477164
Magallanes,Zona Austral,2020-03-23,6,12,178362,0,0,0,0,0.3363945234971574
Magallanes,Zona Austral,2020-03-24,8,12,178362,0,0,0,0,0.4485260313295433
Magallanes,Zona Austral,2020-03-25,13,12,178362,0,0,0,0,0.7288548009105078
Magallanes,Zona Austral,2020-03-26,19,12,178362,0,0,0,0,1.0652493244076653
Magallanes,Zona Austral,2020-03-27,22,12,178362,0,0,0,0,1.2334465861562443
Magallanes,Zona Austral,2020-03-28,26,12,178362,0,0,0,0,1.4577096018210156
Magallanes,Zona Austral,2020-03-29,39,12,178362,0,0,0,0,2.1865644027315234
Magallanes,Zona Austral,2020-03-30,39,12,178362,0,0,0,0,2.1865644027315234
Magallanes,Zona Austral,2020-03-31,63,12,178362,0,0,0,0,3.5321424967201533
Magallanes,Zona Austral,2020-04-01,99,12,178362,0,0,0,0,5.550509637703098
Magallanes,Zona Austral,2020-04-02,114,12,178362,0,0,0,0,6.391495946445992
Magallanes,Zona Austral,2020-04-03,156,12,178362,0,1,0,0,8.746257610926094
Magallanes,Zona Austral,2020-04-04,172,12,178362,0,2,0,0,9.64330967358518
Magallanes,Zona Austral,2020-04-05,190,12,178362,0,2,0,0,10.652493244076654
Magallanes,Zona Austral,2020-04-06,221,12,178362,0,2,0,0,12.390531615478633
Magallanes,Zona Austral,2020-04-07,240,12,178362,0,2,0,0,13.4557809398863
Magallanes,Zona Austral,2020-04-08,266,12,178362,0,3,0,0,14.913490541707313
Magallanes,Zona Austral,2020-04-09,286,12,178362,73,3,73,4.092800035882083,16.03480562003117
Magallanes,Zona Austral,2020-04-10,331,12,178362,24,3,97,5.438378129870713,18.557764546259854
Magallanes,Zona Austral,2020-04-11,377,12,178362,46,3,143,8.017402810015586,21.136789226404726
Magallanes,Zona Austral,2020-04-12,396,12,178362,45,4,188,10.540361736244266,22.202038550812393
Magallanes,Zona Austral,2020-04-13,415,12,178362,45,5,233,13.063320662472949,23.267287875220056
Magallanes,Zona Austral,2020-04-14,429,12,178362,35,6,268,15.0256220495397,24.05220843004676
Magallanes,Zona Austral,2020-04-15,444,12,178362,63,6,331,18.557764546259854,24.893194738789653
Magallanes,Zona Austral,2020-04-16,467,12,178362,86,6,417,23.379419383052443,26.18270707886209
Magallanes,Zona Austral,2020-04-17,501,12,178362,69,6,486,27.247956403269754,28.088942712012646
Magallanes,Zona Austral,2020-04-18,522,12,178362,48,6,534,29.939112591247014,29.2663235442527
Magallanes,Zona Austral,2020-04-19,553,12,178362,93,6,627,35.153227705452956,31.00436191565468
Magallanes,Zona Austral,2020-04-20,566,12,178362,48,6,675,37.84438389343022,31.733216716565188
Magallanes,Zona Austral,2020-04-21,593,12,178362,41,7,716,40.14307980399413,33.2469920723024
Magallanes,Zona Austral,2020-04-22,605,12,178362,49,7,765,42.89030174588758,33.919781119296715
Magallanes,Zona Austral,2020-04-23,615,12,178362,0,7,765,42.89030174588758,34.480438658458645
Magallanes,Zona Austral,2020-04-24,624,12,178362,93,8,858,48.10441686009352,34.985030443704375
Magallanes,Zona Austral,2020-04-25,655,12,178362,113,8,971,54.43984705262332,36.72306881510635
Magallanes,Zona Austral,2020-04-26,668,12,178362,52,9,1023,57.355266256265345,37.45192361601686
Magallanes,Zona Austral,2020-04-27,671,12,178362,26,10,1049,58.81297585808637,37.620120877765444
Magallanes,Zona Austral,2020-04-28,693,12,178362,63,10,1112,62.345118354806516,38.853567463921685
Magallanes,Zona Austral,2020-04-29,714,12,178362,67,11,1179,66.10152386719145,40.03094829616174
Magallanes,Zona Austral,2020-04-30,725,12,178362,80,11,1259,70.58678418048687,40.64767158923986
Magallanes,Zona Austral,2020-05-01,726,12,178362,126,11,1385,77.65106917392718,40.70373734315605
Magallanes,Zona Austral,2020-05-02,752,12,178362,58,11,1443,80.90288290106638,42.161446944977065
Magallanes,Zona Austral,2020-05-03,777,12,178362,29,11,1472,82.52878976463596,43.56309079288189
Magallanes,Zona Austral,2020-05-04,795,12,178362,61,11,1533,85.94880075352373,44.57227436337336
Magallanes,Zona Austral,2020-05-05,809,12,178362,82,11,1615,90.54619257465156,45.357194918200065
Magallanes,Zona Austral,2020-05-06,818,12,178362,79,11,1694,94.9753871340308,45.8617867034458
Magallanes,Zona Austral,2020-05-07,836,12,178362,168,11,1862,104.3944337919512,46.870970273937274
Magallanes,Zona Austral,2020-05-08,867,12,178362,58,11,1920,107.6462475190904,48.60900864533926
Magallanes,Zona Austral,2020-05-09,881,12,178362,54,11,1974,110.67379823056481,49.39392920016596
Magallanes,Zona Austral,2020-05-10,893,12,178362,58,13,2032,113.92561195770399,50.066718247160274
Magallanes,Zona Austral,2020-05-11,901,12,178362,58,14,2090,117.17742568484319,50.51524427848981
Magallanes,Zona Austral,2020-05-12,910,12,178362,53,14,2143,120.1489106424014,51.019836063735546
Magallanes,Zona Austral,2020-05-13,921,12,178362,155,16,2298,128.8391024994113,51.63655935681367
Magallanes,Zona Austral,2020-05-14,935,12,178362,130,16,2428,136.12765050851638,52.42147991164037
Magallanes,Zona Austral,2020-05-15,937,12,178362,0,16,2428,136.12765050851638,52.533611419472756
Magallanes,Zona Austral,2020-05-16,952,12,178362,51,16,2479,138.9870039582422,53.374597728215655
Magallanes,Zona Austral,2020-05-17,961,12,178362,328,16,2807,157.3765712427535,53.879189513461384
Magallanes,Zona Austral,2020-05-18,971,12,178362,323,16,3130,175.4858097576838,54.43984705262332
Magallanes,Zona Austral,2020-05-19,972,12,178362,98,17,3228,180.9802536414707,54.49591280653951
Magallanes,Zona Austral,2020-05-20,977,12,178362,333,18,3561,199.65014969556296,54.77624157612047
Magallanes,Zona Austral,2020-05-21,987,12,178362,363,18,3924,220.00201836714098,55.33689911528241
Magallanes,Zona Austral,2020-05-22,992,12,178362,165,18,4089,229.2528677633128,55.61722788486337
Magallanes,Zona Austral,2020-05-23,997,12,178362,116,18,4205,235.75649521759118,55.89755665444433
Magallanes,Zona Austral,2020-05-24,1010,12,178362,26,18,4231,237.2142048194122,56.62641145535484
Magallanes,Zona Austral,2020-05-25,1016,12,178362,185,18,4416,247.5863692939079,56.962805978851996
Magallanes,Zona Austral,2020-05-26,1031,12,178362,48,18,4464,250.27752548188516,57.803792287594895
Magallanes,Zona Austral,2020-05-27,1037,12,178362,42,18,4506,252.63228714636526,58.14018681109205
Magallanes,Zona Austral,2020-05-28,1040,12,178362,174,18,4680,262.3877283277828,58.30838407284063
Magallanes,Zona Austral,2020-05-29,1047,12,178362,346,19,5026,281.78647918278557,58.70084435025398
Magallanes,Zona Austral,2020-05-30,1054,12,178362,136,19,5162,289.4114217153878,59.09330462766733
Magallanes,Zona Austral,2020-05-31,1056,12,178362,179,19,5341,299.44719166638635,59.20543613549972
Magallanes,Zona Austral,2020-06-01,1056,12,178362,107,19,5448,305.446227335419,59.20543613549972
Magallanes,Zona Austral,2020-06-02,1060,12,178362,90,19,5538,310.4921451878763,59.42969915116449
Magallanes,Zona Austral,2020-06-03,1063,12,178362,86,19,5624,315.3138000246689,59.597896412913066
Magallanes,Zona Austral,2020-06-04,1069,12,178362,144,19,5768,323.3872685886007,59.93429093641022
Magallanes,Zona Austral,2020-06-05,1072,12,178362,82,19,5850,327.9846604097286,60.1024881981588
Magallanes,Zona Austral,2020-06-06,1081,12,178362,76,19,5926,332.24565770735916,60.60707998340454
Magallanes,Zona Austral,2020-06-07,1082,12,178362,145,14,6071,340.3751920252072,60.663145737320725
Magallanes,Zona Austral,2020-06-08,1088,12,178362,157,15,6228,349.1775153900494,60.99954026081789
Magallanes,Zona Austral,2020-06-09,1088,12,178362,64,15,6292,352.7657236406858,60.99954026081789
Magallanes,Zona Austral,2020-06-10,1089,12,178362,16,15,6308,353.6627757033449,61.05560601473408
Magallanes,Zona Austral,2020-06-11,1102,12,178362,104,15,6412,359.4936141106289,61.78446081564459
Magallanes,Zona Austral,2020-06-12,1107,12,178362,140,15,6552,367.34281965889596,62.064789585225554
Magallanes,Zona Austral,2020-06-13,1123,12,178362,142,15,6694,375.3041567149953,62.96184164788464
Magallanes,Zona Austral,2020-06-14,1153,12,178362,136,15,6830,382.92909924759755,64.64381426537042
Magallanes,Zona Austral,2020-06-15,1185,12,178362,126,15,6956,389.99338424103786,66.4379183906886
Magallanes,Zona Austral,2020-06-16,1210,12,178362,141,15,7097,397.8986555432211,67.83956223859343
Magallanes,Zona Austral,2020-06-17,1284,12,178362,17,15,7114,398.8517733597963,71.9884280283917
Magallanes,Zona Austral,2020-06-18,1293,12,178362,68,15,7182,402.6642446260975,72.49301981363743
Magallanes,Zona Austral,2020-06-19,1302,12,178362,247,15,7429,416.5124858433971,72.99761159888317
Magallanes,Zona Austral,2020-06-20,1315,12,178362,189,15,7618,427.1089133335576,73.72646639979368
Magallanes,Zona Austral,2020-06-21,1335,12,178362,170,15,7788,436.64009149931036,74.84778147811754
Magallanes,Zona Austral,2020-06-22,1352,12,178362,59,15,7847,439.94797098036577,75.80089929469281
Magallanes,Zona Austral,2020-06-23,1363,12,178362,146,15,7993,448.13357105213,76.41762258777094
Magallanes,Zona Austral,2020-06-24,1363,12,178362,34,15,8027,450.0398066852805,76.41762258777094
Magallanes,Zona Austral,2020-06-25,1385,12,178362,232,15,8259,463.0470615938372,77.65106917392718
Magallanes,Zona Austral,2020-06-26,1397,12,178362,113,15,8372,469.38249178636704,78.32385822092151
Magallanes,Zona Austral,2020-06-27,1423,12,178362,160,15,8532,478.3530124129579,79.7815678227425
Magallanes,Zona Austral,2020-06-28,1435,12,178362,177,15,8709,488.27665085612404,80.45435686973683
